Category,Description,Address,City,Postal Code,Floor Space,Floor Space Unit,Avg Hours/Week,Annual Flow (Mega Litres),Electricity Quantity,Electricity Unit,Natural Gas Quantity,Natural Gas Unit,Fuel Oil 1 & 2 Quantity,Fuel Oil 1 & 2 Unit,Fuel Oil 4 & 6 Quantity,Fuel Oil 4 & 6 Unit,Propane Quantity,Propane Unit,Coal Quantity,Coal Unit,Wood Quantity,Wood Unit,District Heating Quantity,District Heating Unit,District Heating Renewable?,"District Heating If Yes, enter Emission Factor",District Cooling Quantity,District Cooling Unit,District Cooling Renewable?,"District Cooling If Yes, enter Emission Factor",GHG Emissions(Kg),Energy Intensity(ekWh/sqft),Energy Intensity(ekWh/Mega Litre),Building / Operation Identifier,Comments
376 Clinton St,Parking garages,376 Clinton St,Toronto,M6G 1P9,0,Square feet,168,0,1833.112243,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,81,,,376CLI,Parking Lots and Garages
College Street Park,Other,0 College St Opp T53,Toronto,M5G 2B3,0,Square feet,100,0,1827.834139,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,CSP,Outdoor Recreational Facilities
St Jamestown West Park,Other,40 Howard St,Toronto,M5C 1G6,0,Square feet,100,0,1827.833159,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,SJWP,Outdoor Recreational Facilities
0 Parkside Dr Pole 140,Other,0 Parkside Dr Pole 140,Toronto,M6R 2Y8,0,Square feet,168,0,1827.832675,kWh,0,Cubic meter,,,,,,,,,,,0,0,  ,,  ,0,  ,  ,80,,,0PKSIDE,Water Misc Service
Dunn Avenue Parkette,Other,245 Dunn Ave,Toronto,M6K 2S1,0,Square feet,168,0,1824.301665,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,DNAP,Outdoor Recreational Facilities
Toronto Island Filtration Plant,Other,446 Lakeshore Ave,Toronto,M2J 1X9,0,Square feet,168,0,1663.048963,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,73,,,TIFP,Outdoor Recreational Facilities
Westmount Park,Other,20 Arcade Dr,Toronto,M9P 2W1,0,Square feet,100,0,1559.481357,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,69,,,20ARCA,Outdoor Recreational Facilities
10 Kingsdale Ave,Parking garages,10 Kingsdale Ave,Toronto,M2N 3W1,0,Square feet,168,0,1485.039021,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,65,,,10KING,Parking Lots and Garages
Wexford Park,Other,55 Singleton Rd,Toronto,M1C 2Z1,0,Square feet,100,0,1446.037092,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,64,,,55SING,Outdoor Recreational Facilities
Trumpeter Park,Other,33A Panda Sq,Toronto,M1B 6G5,0,Square feet,100,0,1424.758649,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,63,,,33APANDA,Outdoor Recreational Facilities
Cassels Ave Playground,Other,69 Cassels Ave,Toronto,M6P 1C3,183,Square feet,100,0,1370.875475,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,7.5,,CSPG,Outdoor Recreational Facilities
Poplar Plains Parkette,Other,3 Poplar Plains Rd,Toronto,M4V 2M7,0,Square feet,100,0,1370.875214,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,,,POPL,Outdoor Recreational Facilities
De Grassi St Park,Other,121 De Grassi St,Toronto,M4M 2K7,0,Square feet,100,0,1370.873771,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,,,DGSP,Outdoor Recreational Facilities
1231 Queen St W,Other,1231 Queen St W,Toronto,M6K 1L5,0,Square feet,100,0,1356.171467,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,,,1231QU,Outdoor Recreational Facilities
Stan Wadlow Park,Other,383 Cedarvale Ave,Toronto,M4C 4K7,9982,Square feet,100,0,1349.098497,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,59,0.1,,383CED,Outdoor Recreational Facilities
Lessard Park,Other,58 Humberview Rd,Toronto,M6S 1W6,0,Square feet,100,0,1332.633714,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,59,,,58HV,Outdoor Recreational Facilities
St Hilda Parkette,Other,Dufferin St,Toronto,M6E 4Z5,26350,Square feet,100,0,1328.200183,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,0.1,,STHP,Outdoor Recreational Facilities
11 Grenview Blvd,Parking garages,11 Grenview Blvd,Toronto,M8X 2J9,0,Square feet,168,0,1321.534845,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,,,11GREN,Parking Lots and Garages
Grattan Park,Other,52 Grattan St,Toronto,M9N 3J5,0,Square feet,100,0,1311.921661,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,,,GRATTAN,Outdoor Recreational Facilities
Galloway Park,Other,90A Galloway Rd,Toronto,M1E 1W7,0,Square feet,100,0,1304.313627,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,57,,,GALLOWP,Outdoor Recreational Facilities
Art Eggleton Park,Other,326 Harbord St,Toronto,M6G 1H1,0,Square feet,100,0,1268.029728,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,56,,,HARBP,Outdoor Recreational Facilities
Port Union Park,Other,76 Maberley Cres,Toronto,M1C 3K8,0,Square feet,168,0,1237.957512,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,54,,,PORTUNION,Outdoor Recreational Facilities
Woburn Park,Other,50 Dormington Dr,Toronto,M1G 3N2,0,Square feet,100,0,1145.626957,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,50,,,WBP,Outdoor Recreational Facilities
180 Roxborough,Other,180 Roxborough,Toronto,M4W 1X8,0,Square feet,100,0,1084.768798,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,48,,,180ROXBOROUH,Outdoor Recreational Facilities
Woburn Ave Playground,Other,75 Woburn Ave,Toronto,M5M 3J5,0,Square feet,100,0,1036.009013,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,46,,,WBPG,Outdoor Recreational Facilities
St James Town,Street lighting,16A St James Crt,Toronto,M4X 1X4,0,Square feet,70,0,1002.424233,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,44,,,SJTP,Streetlighting
Giltspur Park,Other,85 MAGELLAN DR,North York,M3L 1T2,0,Square feet,100,0,988.83,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,44,,,GILPK,Outdoor Recreational Facilities
119 Annette Park Lighting,Other,119 Annette St,Toronto,M6P 1N8,0,Square feet,100,0,938.73291,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,41,,,119ANN,Outdoor Recreational Facilities
Grafton Parkette,Other,19 Roncesvalles Ave,Toronto,M1A 3T7,0,Square feet,100,0,913.916268,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,GTP,Outdoor Recreational Facilities
Logan Ave Parkette,Other,922 Logan Ave,Toronto,M4K 3E4,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,LOGANPK,Outdoor Recreational Facilities
Joseph Sheard Parkette,Other,17 Granby St,Toronto,M5B 2J5,0,Square feet,100,0,913.915574,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,JSSP,Outdoor Recreational Facilities
Church Isabella Resident Coop,Social housing,56 Wellesley St E,Toronto,M4Y 1N4,19106,Square feet,168,0,913.915308,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,0.0,,CIRC,Shelters & Housing
Langford Parkette,Other,11 Woodycrest Ave,Toronto,M4J 3A5,0,Square feet,100,0,913.914992,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,LFP,Outdoor Recreational Facilities
Don Valley Parks,Other,Don Mills/Don Valley Parkway,Toronto,M4J 4Y7,2906,Square feet,100,0,913.914612,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,0.3,,DVP,Outdoor Recreational Facilities
1739 Bayview,Other,1739 Bayview Ave,East York,M4G 3C1,0,Square feet,168,0,911.427956,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,1739BA,Water Misc Service
715 Bloor St E-Pole 133 Viewndr/,Street lighting,715 Bloor ST E,Toronto,M4W 1J4,0,Square feet,70,0,911.424243,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,715BLO,Streetlighting
Dundas St Clarens Parkette,Other,110 St Clarens Av Rr,Toronto,M6K 2S5,0,Square feet,100,0,911.209268,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,DSCP,Outdoor Recreational Facilities
Nightstar Park,Other,18 NIGHTSTAR RD,Toronto,M1X 1Z8,0,Square feet,100,0,900.649303,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,18NIGHTSTAR,Outdoor Recreational Facilities
Dawes Crossing,Cultural facilities,1052 Victoria Park,Toronto,M4B 2K1,0,Square feet,168,0,889.804885,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,39,,,DAWES,Cultural Facilities
Beaumonde Heights Park,Other,61 Honbury Rd,Toronto,M9V 1W5,0,Square feet,100,0,790.927252,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,35,,,BEAU,Outdoor Recreational Facilities
Hillsdale Ave Parkette,Other,32 Hillsdale Ave E,Toronto,M4S 2A8,0,Square feet,100,0,767.387297,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,34,,,32HILLSDALEAVEE,Outdoor Recreational Facilities
1030 Weston Rd,Street lighting,1030 Weston Rd,Toronto,M6N 3S2,0,Square feet,168,0,721.542143,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,32,,,1030WESTONRD,Streetlighting
Ravina Gardens,Other,290 Clendenan Av,Toronto,M1P 4N7,194,Square feet,100,0,685.118187,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,30,3.5,,RVGD,Outdoor Recreational Facilities
Harryetta Gardens,Other,170 Torresdale Ave,Toronto,M2R 3E3,0,Square feet,100,0,663.240025,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,29,,,HARRY,Outdoor Recreational Facilities
Sisken Trail Park,Other,157 Staines Rd,Toronto,M1X 1V3,0,Square feet,100,0,599.043278,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,26,,,157STAINES,Outdoor Recreational Facilities
Avonshire Parkette,Other,1A Oakburn Ave,North York,M2N 7C3,0,Square feet,100,0,596.062853,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,26,,,AVONPKET,Outdoor Recreational Facilities
Wellesworth Park,Other,55 Dixfield Dr,Toronto,M9C 4J2,0,Square feet,100,0,565.492,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,25,,,55DIXF,Outdoor Recreational Facilities
279 Wilson Heights Blvd,Other,279 Wilson Heights Blvd,Toronto,M3H 2V3,0,Square feet,168,0,553.008678,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,279WIL,Water Misc Service
653 Gerrard St E,Parking garages,653 Gerrard St E Pole C 179,Toronto,M4M 1Y3,0,Square feet,168,0,541.502824,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,653GER,Parking Lots and Garages
Anthony Road School Park,Other,111A Whitley Ave,Toronto,M3K 1A1,0,Square feet,100,0,540.728648,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,ANTHONYROADSCHOOLPARK,Outdoor Recreational Facilities
Regan Park,Other,9310 Sheppard Ave E,Toronto,M5H 2T5,0,Square feet,100,0,539.90445,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,REGAN,Outdoor Recreational Facilities
Brookdale Park,Other,435 Brookdale Ave,Toronto,M5M 1R5,0,Square feet,100,0,488.026617,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,21,,,BROOKDP,Outdoor Recreational Facilities
1845 Kingston Rd,Other,1845 Kingston Rd,Toronto,M1N 1G8,2400,Square feet,100,0,475.571188,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,21,0.2,,1845KING,Leasing
2454 Bloor St W,Parking garages,2454 Bloor St W,Toronto,M6S 1R1,0,Square feet,168,0,456.956811,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,2454BL,Parking Lots and Garages
Malta Park,Other,3187 Dundas St W,Toronto,M6P 2A2,0,Square feet,100,0,456.956776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,MALP,Outdoor Recreational Facilities
SADRA Park,Other,10 Blackthorn Av,Toronto,M6N 3H5,0,Square feet,100,0,456.956776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,SADP,Outdoor Recreational Facilities
Starry Park,Other,505 Staines Rd,Toronto,M1X 2B7,0,Square feet,100,0,390.309817,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,17,,,505STAINESRD,Outdoor Recreational Facilities
Bathurst-Wilson Parkette,Other,3749 Bathurst St,Toronto,M3H,0,Square feet,100,0,347.197011,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,15,,,3749BATHURSTST,Outdoor Recreational Facilities
45 Dunfield Ave,Other,45 Dunfield Ave,Toronto,M4S 2H4,0,Square feet,100,0,308.168647,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,14,,,45DUNF,Outdoor Recreational Facilities
139 Marcos Blvd,Other,139 Marcos Blvd,Toronto,M1P 2S2,0,Square feet,100,0,287.521708,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,,139MARC,Outdoor Recreational Facilities
Silver Birch Ave Sewage Pumping Station,Facilities related to the pumping of sewage,3 Silver Birch Av,Toronto,M4E 3K8,0,Square feet,168,0.884365082,285.424158,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,322.7,3SILVB,Sewage Pumping Facilities
Long Branch Park,Other,205 Lake Promenade,Toronto,M8W 1A6,0,Square feet,100,0,284.494016,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,,205LAK,Outdoor Recreational Facilities
407 Fairlawn,Other,407 Fairlawn Ave,Toronto,M5M 1T7,0,Square feet,100,0,247.3135,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,11,,,407FAIR,Outdoor Recreational Facilities
111 St Andrews Rd,Other,111 St Andrews Road,Toronto,M1P 4C6,0,Square feet,100,0,221.288776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,111STA,Outdoor Recreational Facilities
734 Middlefield Rd,Other,734 Middlefield Rd,Toronto,M1V 5E2,0,Square feet,100,0,220.11753,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,734MID,Outdoor Recreational Facilities
402 Sewells Rd,Street lighting,402 Sewells Rd,Toronto,M1B 5H3,0,Square feet,100,0,217.153445,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,402SEW,Streetlighting
Littles Park,Other,11743 Sheppard Ave. E.,Toronto,M1B 5M3,0,Square feet,100,0,216.026494,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,11743S,Outdoor Recreational Facilities
3001 McCowan Rd,Other,3001 McCowan Rd,Toronto,M1V 1B2,0,Square feet,100,0,211.363495,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,3001MCCOW,Outdoor Recreational Facilities
Highfield Sewage Pumping Station,Facilities related to the pumping of sewage,1 Highfield Rd,Toronto,M4L 2T7,0,Square feet,168,83.64,209.449251,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,2.5,0HIGHF,Sewage Pumping Facilities
924 Markham Rd,Other,924 Markham Rd,Toronto,M1H 2Y2,0,Square feet,100,0,206.560183,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,924MARK,Outdoor Recreational Facilities
873 Brimley Rd,Other,873 Brimley Rd,Toronto,M1P 3E9,0,Square feet,100,0,205.526616,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,873BRIM,Outdoor Recreational Facilities
946 Scarborough Golf Club Rd,Other,946 Scarborough Golf Club Rd,Toronto,M1G 2W7,0,Square feet,100,0,205.074195,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,946SGC,Outdoor Recreational Facilities
14 John St,Parking garages,14 John St,Toronto,M9N 1J3,0,Square feet,168,0,197.139965,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,PLJS,Parking Lots and Garages
751 Brimorton Dr,Other,751 Brimorton Dr,Toronto,M1G 2S4,0,Square feet,100,0,196.111325,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,751BRIMO,Outdoor Recreational Facilities
3079 Kennedy Rd,Other,3079 Kennedy Rd,Toronto,M1V 1S3,0,Square feet,100,0,152.700563,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7,,,3079KEN,Outdoor Recreational Facilities
10 Daventry Rd,Other,10 Daventry Rd,Toronto,M1H 1X9,0,Square feet,100,0,142.892218,kWh,0,Cubic meter,,,,,,,,,,,0,0,  ,,  ,0,  ,  ,6,,,10DAVE,Outdoor Recreational Facilities
3045 Brimley Rd,Other,3045 Brimley Rd,Toronto,M1V 1E1,0,Square feet,100,0,136.76316,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6,,,3045BRIM,Outdoor Recreational Facilities
